title,originalTitle,year,rating,votes_orig,votes,genres/0,genres/1,genres/2,genres/3,genres/4,genres/5,genres/6,genres/7,ProductionBudget_orig,DomesticGross_orig,WorldwideGross_orig,DomesticGross,WorldwideGross,domesticProfit,worldwideProfit,totalProfit
Men in Black,,1997,7,"408,98",408979,Adventure,Comedy,Family,Mystery,Sci-Fi,,,,90000000,250690539,587790539,250690539,587790539,160690539,247100000,407790539
Midnight in the Garden of Good and Evil,,1997,7,"32,10",32099,Crime,Drama,Mystery,Thriller,,,,,35000000,25078937,25078937,25078937,25078937,-9921063,-9921063,-19842126
Mortal Kombat: Annihilation,,1997,4,"36,73",36733,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,30000000,35927406,51327406,35927406,51327406,5927406,-14600000,-8672594
My Best Friend's Wedding,,1997,6,"99,66",99660,Comedy,Romance,,,,,,,46000000,126813153,298923419,126813153,298923419,80813153,126110266,206923419
Orgazmo,,1997,6,"30,62",30616,Comedy,Sci-Fi,,,,,,,1000000,582024,627287,582024,627287,-417976,-954737,-1372713
Scream 2,,1997,6,"126,53",126527,Horror,Mystery,,,,,,,24000000,101363301,101363301,101363301,101363301,77363301,77363301,154726602
Selena,,1997,7,"19,35",19350,Biography,Drama,Music,,,,,,20000000,35450113,35450113,35450113,35450113,15450113,15450113,30900226
Seven Years in Tibet,,1997,7,"97,54",97539,Adventure,Biography,Drama,History,War,,,,70000000,37945884,131445884,37945884,131445884,-32054116,23500000,-8554116
Spawn,,1997,5,"53,37",53368,Action,Horror,,,,,,,40000000,54979992,87949859,54979992,87949859,14979992,-7030133,7949859
Spice World,,1997,3,"28,54",28542,Comedy,Family,Music,,,,,,25000000,29342592,56042592,29342592,56042592,4342592,1700000,6042592
Starship Troopers,,1997,7,"223,53",223532,Action,Sci-Fi,,,,,,,100000000,54768952,121100000,54768952,121100000,-45231048,-33668952,-78900000
Steel,,1997,3,"8,78",8779,Action,Crime,Sci-Fi,,,,,,16000000,1686429,1686429,1686429,1686429,-14313571,-14313571,-28627142
The Borrowers,,1997,6,"16,39",16385,Adventure,Comedy,Family,Fantasy,,,,,29000000,22619589,54045832,22619589,54045832,-6380411,2426243,-3954168
The Fifth Element,,1997,8,"348,24",348241,Action,Adventure,Sci-Fi,,,,,,95000000,63570862,263900000,63570862,263900000,-31429138,105329138,73900000
The Full Monty,,1997,7,"82,98",82976,Comedy,Drama,Music,Romance,,,,,3500000,45950122,257938649,45950122,257938649,42450122,208488527,250938649
The Game,,1997,8,"265,53",265531,Drama,Mystery,Thriller,,,,,,50000000,48265581,80369970,48265581,80369970,-1734419,-17895611,-19630030
The Ice Storm,,1997,8,"46,75",46749,Drama,,,,,,,,18000000,8038061,16011975,8038061,16011975,-9961939,-10026086,-19988025
The Jackal,,1997,6,"88,97",88972,Action,Adventure,Crime,Thriller,,,,,60000000,54956941,159356941,54956941,159356941,-5043059,44400000,39356941
The Lost World: Jurassic Park,,1997,7,"282,91",282906,Action,Adventure,Sci-Fi,,,,,,75000000,229086679,618638999,229086679,618638999,154086679,314552320,468638999
The Peacemaker,,1997,6,"46,82",46819,Action,Thriller,,,,,,,50000000,41263140,62967368,41263140,62967368,-8736860,-28295772,-37032632
The Postman,,1997,6,"57,04",57038,Action,Adventure,Drama,Sci-Fi,,,,,80000000,17650704,20841123,17650704,20841123,-62349296,-76809581,-139158877
The Rainmaker,,1997,7,"47,02",47017,Crime,Drama,Thriller,,,,,,40000000,45916769,45916769,45916769,45916769,5916769,5916769,11833538
Titanic,,1997,8,"804,88",804884,Drama,Romance,,,,,,,200000000,658672302,2207615668,658672302,2207615668,458672302,1348943366,1807615668
Tomorrow Never Dies,,1997,7,"150,96",150961,Action,Adventure,Thriller,,,,,,110000000,125304276,339504276,125304276,339504276,15304276,104200000,119504276
Volcano,,1997,5,"58,95",58948,Action,Drama,Sci-Fi,Thriller,,,,,90000000,47546796,120100000,47546796,120100000,-42453204,-17446796,-59900000
Wag the Dog,,1997,7,"68,16",68163,Comedy,Drama,,,,,,,15000000,43057470,64252038,43057470,64252038,28057470,6194568,34252038
An Alan Smithee Film: Burn Hollywood Burn,,1997,4,"2,99",2991,Comedy,,,,,,,,10000000,45779,45779,45779,45779,-9954221,-9954221,-19908442
Critical Care,,1997,6,"1,44",1443,Comedy,Drama,,,,,,,12000000,220175,220175,220175,220175,-11779825,-11779825,-23559650
"First Love, Last Rites",,1997,6,"296,00",296000,Drama,Romance,,,,,,,300000,10876,10876,10876,10876,-289124,-289124,-578248
The Chambermaid on the Titanic,La femme de chambre du Titanic,1997,7,"1,14",1143,Drama,Romance,,,,,,,10000000,244465,244465,244465,244465,-9755535,-9755535,-19511070
The Last Time I Committed Suicide,,1997,6,"1,70",1698,Biography,Drama,,,,,,,4000000,12836,12836,12836,12836,-3987164,-3987164,-7974328
The Swindle,Rien ne va plus,1997,7,"1,66",1660,Comedy,Crime,Thriller,,,,,,10000000,245359,5045359,245359,5045359,-9754641,-5200000,-14954641
54,,1998,6,"27,90",27902,Drama,Music,,,,,,,13000000,16757163,16757163,16757163,16757163,3757163,3757163,7514326
A Bug's Life,,1998,7,"213,94",213942,Animation,Adventure,Comedy,Family,Fantasy,,,,45000000,162798565,363095319,162798565,363095319,117798565,155296754,273095319
A Night at the Roxbury,,1998,6,"48,91",48908,Comedy,Music,Romance,,,,,,17000000,30331165,30331165,30331165,30331165,13331165,13331165,26662330
American History X,,1998,9,"795,21",795211,Crime,Drama,,,,,,,10000000,6719864,6719864,6719864,6719864,-3280136,-3280136,-6560272
Antz,,1998,7,"125,81",125808,Animation,Adventure,Comedy,Family,,,,,60000000,90757863,152457863,90757863,152457863,30757863,1700000,32457863
Armageddon,,1998,7,"326,25",326248,Action,Adventure,Sci-Fi,Thriller,,,,,140000000,201578182,554600000,201578182,554600000,61578182,213021818,274600000
Blade,,1998,7,"194,19",194194,Action,Horror,,,,,,,45000000,70141876,131237688,70141876,131237688,25141876,16095812,41237688
Buffalo '66,,1998,8,"37,07",37074,Comedy,Crime,Drama,,,,,,1500000,2380606,2380606,2380606,2380606,880606,880606,1761212
Can't Hardly Wait,,1998,7,"38,21",38211,Comedy,Romance,,,,,,,10000000,25358996,25358996,25358996,25358996,15358996,15358996,30717992
Dark City,,1998,8,"158,53",158529,Action,Drama,Fantasy,Mystery,Sci-Fi,Thriller,,,27000000,14435076,27257061,14435076,27257061,-12564924,-14178015,-26742939
Deep Impact,,1998,6,"136,74",136737,Action,Drama,Romance,Sci-Fi,Thriller,,,,80000000,140464664,349464664,140464664,349464664,60464664,129000000,189464664
Elizabeth,,1998,8,"76,73",76731,Biography,Drama,History,,,,,,25000000,30082699,82150642,30082699,82150642,5082699,27067943,32150642
Enemy of the State,,1998,7,"190,34",190337,Action,Crime,Drama,Mystery,Thriller,,,,85000000,111549836,250649836,111549836,250649836,26549836,54100000,80649836
Ever After: A Cinderella Story,EverAfter,1998,7,"58,45",58454,Comedy,Drama,Romance,,,,,,26000000,65705772,65705772,65705772,65705772,39705772,39705772,79411544
Fear and Loathing in Las Vegas,,1998,8,"215,52",215516,Adventure,Comedy,Drama,,,,,,18500000,10680275,13711903,10680275,13711903,-7819725,-15468372,-23288097
Following,,1998,8,"66,74",66741,Crime,Mystery,Thriller,,,,,,6000,48482,240495,48482,240495,42482,186013,228495
Godzilla,,1998,5,"153,18",153177,Action,Sci-Fi,Thriller,,,,,,125000000,136314294,376000000,136314294,376000000,11314294,114685706,126000000
Half Baked,,1998,7,"48,67",48669,Comedy,Crime,,,,,,,8000000,17394881,17394881,17394881,17394881,9394881,9394881,18789762
Happiness,,1998,8,"55,97",55972,Comedy,Drama,,,,,,,3000000,2746453,5746453,2746453,5746453,-253547,0,-253547
Hope Floats,,1998,6,"19,31",19310,Drama,Romance,,,,,,,30000000,60110313,81529000,60110313,81529000,30110313,-8581313,21529000
I Still Know What You Did Last Summer,,1998,5,"56,05",56046,Horror,Mystery,,,,,,,24000000,40020622,40020622,40020622,40020622,16020622,16020622,32041244
La citÃ© des anges,City of Angels,1998,7,"95,35",95350,Drama,Fantasy,Romance,,,,,,55000000,78750909,198750909,78750909,198750909,23750909,65000000,88750909
La fiancÃ©e de Chucky,Bride of Chucky,1998,5,"40,31",40309,Comedy,Fantasy,Horror,Romance,,,,,25000000,32404188,50692188,32404188,50692188,7404188,-6712000,692188
Lethal Weapon 4,,1998,7,"128,90",128901,Action,Crime,Thriller,,,,,,140000000,130444603,285400000,130444603,285400000,-9555397,14955397,5400000
"Lock, Stock and Two Smoking Barrels",,1998,8,"420,94",420939,Comedy,Crime,,,,,,,1350000,3897569,28356188,3897569,28356188,2547569,23108619,25656188
Lost in Space,,1998,5,"58,84",58835,Action,Adventure,Family,Sci-Fi,Thriller,,,,80000000,69117629,136047317,69117629,136047317,-10882371,-13070312,-23952683
Meet Joe Black,,1998,7,"170,92",170921,Drama,Fantasy,Romance,,,,,,85000000,44650003,44650003,44650003,44650003,-40349997,-40349997,-80699994
Mercury Rising,,1998,6,"54,80",54799,Action,Crime,Drama,Thriller,,,,,60000000,32983332,32983332,32983332,32983332,-27016668,-27016668,-54033336
Mulan,,1998,8,"175,15",175151,Animation,Adventure,Family,Fantasy,Musical,War,,,90000000,120620254,303500000,120620254,303500000,30620254,92879746,123500000
NÃ©gociateur,The Negotiator,1998,7,"108,29",108293,Action,Crime,Drama,Mystery,Thriller,,,,50000000,44705766,49105766,44705766,49105766,-5294234,-45600000,-50894234
Out of Sight,,1998,7,"72,31",72313,Crime,Drama,Romance,Thriller,,,,,48000000,37562568,77562568,37562568,77562568,-10437432,-8000000,-18437432
Patch Adams,,1998,7,"81,81",81807,Biography,Comedy,Drama,Romance,,,,,50000000,135014968,202173000,135014968,202173000,85014968,17158032,102173000
Pi,,1998,8,"143,95",143953,Drama,Mystery,Thriller,,,,,,68000,3221152,4678513,3221152,4678513,3153152,1389361,4542513
Practical Magic,,1998,6,"56,58",56582,Comedy,Drama,Fantasy,Romance,,,,,60000000,46850558,68336997,46850558,68336997,-13149442,-38513561,-51663003
Primary Colors,,1998,7,"24,11",24106,Comedy,Drama,,,,,,,65000000,39017984,39017984,39017984,39017984,-25982016,-25982016,-51964032
Psycho,,1998,5,"38,40",38401,Horror,Mystery,Thriller,,,,,,20000000,21541218,37226218,21541218,37226218,1541218,-4315000,-2773782
Ronin,,1998,7,"146,65",146653,Action,Adventure,Crime,Thriller,,,,,55000000,41610884,70692101,41610884,70692101,-13389116,-25918783,-39307899
Rounders,,1998,7,"122,99",122987,Crime,Drama,,,,,,,12000000,22921898,22921898,22921898,22921898,10921898,10921898,21843796
Run Lola Run,Lola rennt,1998,8,"162,87",162872,Crime,Drama,Thriller,,,,,,1750000,7267324,22879194,7267324,22879194,5517324,13861870,19379194
Rush Hour,,1998,7,"189,93",189932,Action,Comedy,Crime,Thriller,,,,,35000000,141186864,245300000,141186864,245300000,106186864,69113136,175300000
Rushmore,,1998,8,"136,37",136374,Comedy,Drama,,,,,,,10000000,17105219,19080435,17105219,19080435,7105219,-8024784,-919565
Saving Private Ryan,,1998,9,"897,42",897416,Action,Drama,War,,,,,,65000000,216335085,485035085,216335085,485035085,151335085,203700000,355035085
Shakespeare in Love,,1998,7,"177,38",177383,Comedy,Drama,Romance,,,,,,26000000,100317794,279500000,100317794,279500000,74317794,153182206,227500000
Sliding Doors,,1998,7,"53,23",53234,Comedy,Drama,Fantasy,Romance,,,,,6000000,11911200,58809149,11911200,58809149,5911200,40897949,46809149
Small Soldiers,,1998,6,"78,08",78084,Action,Adventure,Comedy,Family,Sci-Fi,,,,40000000,55143823,71743823,55143823,71743823,15143823,-23400000,-8256177
Snake Eyes,,1998,6,"64,67",64671,Crime,Mystery,Thriller,,,,,,73000000,55591409,103891409,55591409,103891409,-17408591,-24700000,-42108591
Soldier,,1998,6,"44,56",44561,Action,Drama,Sci-Fi,,,,,,75000000,14623082,14623082,14623082,14623082,-60376918,-60376918,-120753836
Sphere,,1998,6,"82,70",82700,Drama,Mystery,Sci-Fi,Thriller,,,,,73000000,37068294,50168294,37068294,50168294,-35931706,-59900000,-95831706
Star Trek: Insurrection,,1998,6,"57,54",57543,Action,Adventure,Sci-Fi,Thriller,,,,,70000000,70187658,117800000,70187658,117800000,187658,-22387658,-22200000
Stepmom,,1998,7,"47,15",47147,Comedy,Drama,,,,,,,50000000,91137662,159745279,91137662,159745279,41137662,18607617,59745279
The Big Lebowski,,1998,8,"546,86",546858,Comedy,Crime,,,,,,,15000000,17498804,46189568,17498804,46189568,2498804,13690764,16189568
The Faculty,,1998,6,"92,97",92965,Horror,Sci-Fi,,,,,,,15000000,40283321,40283321,40283321,40283321,25283321,25283321,50566642
The Man in the Iron Mask,,1998,7,"127,02",127018,Action,Adventure,,,,,,,35000000,56968169,56968169,56968169,56968169,21968169,21968169,43936338
The Mask of Zorro,,1998,7,"137,06",137063,Action,Adventure,Comedy,Romance,Thriller,Western,,,65000000,93828745,233700000,93828745,233700000,28828745,74871255,103700000
The Players Club,,1998,6,"4,39",4389,Comedy,Drama,,,,,,,5000000,23047939,23047939,23047939,23047939,18047939,18047939,36095878
The Prince of Egypt,,1998,7,"92,20",92203,Animation,Adventure,Biography,Drama,Family,Fantasy,Musical,,60000000,101413188,218613188,101413188,218613188,41413188,57200000,98613188
The Siege,,1998,6,"58,58",58584,Action,Thriller,,,,,,,70000000,40934175,116625798,40934175,116625798,-29065825,5691623,-23374202
The Thin Red Line,,1998,8,"140,49",140492,Drama,War,,,,,,,52000000,36400491,97709034,36400491,97709034,-15599509,9308543,-6290966
The Truman Show,,1998,8,"680,83",680829,Comedy,Drama,Sci-Fi,,,,,,60000000,125618201,264118201,125618201,264118201,65618201,78500000,144118201
The Waterboy,,1998,6,"120,97",120972,Comedy,Sport,,,,,,,23000000,161491646,190191646,161491646,190191646,138491646,5700000,144191646
There's Something About Mary,,1998,7,"249,43",249425,Comedy,Romance,,,,,,,22000000,176484651,360099999,176484651,360099999,154484651,161615348,316099999
Urban Legend,,1998,6,"48,40",48396,Horror,Mystery,Thriller,,,,,,14000000,38116707,72571864,38116707,72571864,24116707,20455157,44571864
Vampires,,1998,6,"43,21",43210,Action,Horror,Thriller,,,,,,20000000,20268825,20268825,20268825,20268825,268825,268825,537650
What Dreams May Come,,1998,7,"84,46",84458,Drama,Fantasy,Romance,,,,,,80000000,55485043,71485043,55485043,71485043,-24514957,-64000000,-88514957
Wild Things,,1998,7,"91,48",91475,Crime,Drama,Mystery,Thriller,,,,,20000000,29795299,55576699,29795299,55576699,9795299,5781400,15576699
You've Got Mail,,1998,7,"153,89",153891,Comedy,Drama,Romance,,,,,,65000000,115821495,250800000,115821495,250800000,50821495,69978505,120800000
Among Giants,,1998,6,"814,00",814000,Romance,Comedy,,,,,,,4000000,64359,64359,64359,64359,-3935641,-3935641,-7871282
Broken Vessels,,1998,7,"536,00",536000,Drama,,,,,,,,600000,15030,85343,15030,85343,-584970,-529687,-1114657
Naturally Native,,1998,7,"103,00",103000,Drama,,,,,,,,700000,10508,10508,10508,10508,-689492,-689492,-1378984
Safe Men,,1998,6,"2,75",2753,Comedy,Crime,,,,,,,1000000,21210,21210,21210,21210,-978790,-978790,-1957580
Stiff Upper Lips,,1998,6,"873,00",873000,Comedy,,,,,,,,5700000,69582,69582,69582,69582,-5630418,-5630418,-11260836
"35 heures, c'est dÃ©jÃ  trop",Office Space,1999,8,"202 285,00",202285000,Comedy,,,,,,,,10000000,10827813,12179708,10827813,12179708,827813,-8648105,-7820292
8 mm,8MM,1999,7,"105 325,00",105325000,Mystery,Thriller,,,,,,,40000000,36443442,96398826,36443442,96398826,-3556558,19955384,16398826
American Beauty,,1999,8,"835 279,00",835279000,Drama,Romance,,,,,,,15000000,130058047,356258047,130058047,356258047,115058047,211200000,326258047
American Pie,,1999,7,"318 409,00",318409000,Comedy,,,,,,,,12000000,101800948,234723148,101800948,234723148,89800948,120922200,210723148
Any Given Sunday,,1999,7,"97 859,00",97859000,Drama,Sport,,,,,,,60000000,75530832,100230832,75530832,100230832,15530832,-35300000,-19769168
Arlington Road,,1999,7,"70 549,00",70549000,Crime,Drama,Thriller,,,,,,21500000,24419219,24419219,24419219,24419219,2919219,2919219,5838438
Austin Powers: The Spy Who Shagged Me,,1999,7,"182 887,00",182887000,Action,Adventure,Comedy,Crime,,,,,35000000,206040085,310332636,206040085,310332636,171040085,69292551,240332636
Being John Malkovich,,1999,8,"257 155,00",257155000,Comedy,Drama,Fantasy,,,,,,13000000,22858926,32382381,22858926,32382381,9858926,-3476545,6382381
Belles Ã  mourir,Drop Dead Gorgeous,1999,7,"27 518,00",27518000,Comedy,Romance,Thriller,,,,,,10000000,10571408,10571408,10571408,10571408,571408,571408,1142816
Bicentennial Man,,1999,7,"89 115,00",89115000,Comedy,Drama,Sci-Fi,,,,,,90000000,58220776,87420776,58220776,87420776,-31779224,-60800000,-92579224
Big Daddy,,1999,6,"163 883,00",163883000,Comedy,Drama,,,,,,,30000000,163479795,228641283,163479795,228641283,133479795,35161488,168641283
Blast from the Past,,1999,7,"49 151,00",49151000,Comedy,Drama,Romance,Sci-Fi,,,,,35000000,26613620,26613620,26613620,26613620,-8386380,-8386380,-16772760
Blue Streak,,1999,6,"61 172,00",61172000,Action,Comedy,Crime,Thriller,,,,,36000000,68208190,117448157,68208190,117448157,32208190,13239967,45448157
Boys Don't Cry,,1999,8,"78 364,00",78364000,Biography,Crime,Drama,Romance,,,,,2000000,11540607,20741000,11540607,20741000,9540607,7200393,16741000
Bringing Out the Dead,,1999,7,"53 521,00",53521000,Drama,Thriller,,,,,,,32000000,16640210,16640210,16640210,16640210,-15359790,-15359790,-30719580
Cruel Intentions,,1999,7,"150 617,00",150617000,Drama,Romance,,,,,,,11000000,38230075,75803716,38230075,75803716,27230075,26573641,53803716
Deep Blue Sea,,1999,6,"100 270,00",100270000,Action,Sci-Fi,Thriller,,,,,,60000000,73648228,165048228,73648228,165048228,13648228,31400000,45048228
Deuce Bigalow: Male Gigolo,,1999,6,"59 961,00",59961000,Comedy,Romance,,,,,,,18000000,65535067,92935067,65535067,92935067,47535067,9400000,56935067
Dogma,,1999,7,"183 263,00",183263000,Adventure,Comedy,Drama,Fantasy,,,,,10000000,30651422,43948865,30651422,43948865,20651422,3297443,23948865
Double Jeopardy,,1999,6,"57 283,00",57283000,Crime,Mystery,Thriller,,,,,,40000000,116735231,177835231,116735231,177835231,76735231,21100000,97835231
Drive Me Crazy,,1999,6,"15 089,00",15089000,Comedy,Drama,Romance,,,,,,8000000,17843379,22591451,17843379,22591451,9843379,-3251928,6591451
Election,,1999,7,"74 356,00",74356000,Comedy,Drama,Romance,,,,,,8500000,14943582,17202854,14943582,17202854,6443582,-6240728,202854
End of Days,,1999,6,"90 313,00",90313000,Action,Fantasy,Horror,Mystery,,,,,100000000,66889043,212026975,66889043,212026975,-33110957,45137932,12026975
Entrapment,,1999,6,"89 152,00",89152000,Action,Crime,Romance,Thriller,,,,,66000000,87707396,211700000,87707396,211700000,21707396,57992604,79700000
eXistenZ,,1999,7,"78 335,00",78335000,Action,Horror,Sci-Fi,Thriller,,,,,20700000,2840417,2840417,2840417,2840417,-17859583,-17859583,-35719166
Eyes Wide Shut,,1999,7,"230 190,00",230190000,Drama,Mystery,Thriller,,,,,,65000000,55691208,104267443,55691208,104267443,-9308792,-16423765,-25732557
Fight Club,,1999,9,"1 371 582,00",1371582000,Drama,,,,,,,,65000000,37030102,100853753,37030102,100853753,-27969898,-1176349,-29146247
Galaxy Quest,,1999,7,"124 831,00",124831000,Action,Adventure,Comedy,Sci-Fi,,,,,45000000,71423726,90523726,71423726,90523726,26423726,-25900000,523726
